subzone,cuisine_primary,count
Old Toongabbie,['Fast Food',1
Old Toongabbie,['Fast Food'],1
Old Toongabbie,['Indian',1
Old Toongabbie,['Indian'],3
Old Toongabbie,['Italian',1
Old Toongabbie,['Malaysian',1
Old Toongabbie,['Mediterranean',1
Old Toongabbie,['Middle Eastern',2
Old Toongabbie,['Modern Australian',1
Old Toongabbie,['Pizza',1
Old Toongabbie,['Sri Lankan',2
Old Toongabbie,['Sri Lankan'],1
"Orient Hotel, The Rocks",['Modern Australian'],1
"Orient Hotel, The Rocks",['Pub Food'],1
"Oxford Square, Darlinghurst",['Cafe',1
"Oxford Square, Darlinghurst",['Poké'],1
Oyster Bay,['Cafe'],2
"Pacific Square, Maroubra",['Cafe'],1
"Pacific Square, Maroubra",['Italian',1
Paddington,['Asian'],1
Paddington,['Bar Food'],2
Paddington,['Burger',1
Paddington,['Cafe',9
Paddington,['Cafe'],16
Paddington,['Charcoal Chicken'],1
Paddington,['Chinese'],1
Paddington,['European',1
Paddington,['Finger Food'],1
Paddington,['French',1
Paddington,['Fusion',1
Paddington,['Indian',1
Paddington,['Italian',5
Paddington,['Italian'],7
Paddington,['Japanese',2
Paddington,['Latin American'],1
Paddington,['Modern Australian',1
Paddington,['Modern Australian'],8
Paddington,['Patisserie',1
Paddington,['Pizza'],1
Paddington,['Pub Food',3
Paddington,['Pub Food'],1
Paddington,['Sandwich',1
Paddington,['Seafood',1
Paddington,['Sushi'],1
Paddington,['Thai'],1
Padstow,['Burger'],1
Padstow,['Cafe',4
Padstow,['Cafe'],5
Padstow,['Chinese',2
Padstow,['Chinese'],1
Padstow,['Fast Food',2
Padstow,['Fish and Chips',1
Padstow,['Fish and Chips'],1
Padstow,['Greek',1
Padstow,['Indian'],3
Padstow,['Lebanese'],1
Padstow,['Modern Australian',1
Padstow,['Modern Australian'],1
Padstow,['Pizza',1
Padstow,['Pizza'],1
Padstow,['Seafood'],1
Padstow,['Thai'],3
Padstow,['Vietnamese',1
Palm Beach,['Burger',1
Palm Beach,['Cafe',1
Palm Beach,['Cafe'],2
Palm Beach,['Modern Australian'],4
Palm Beach,['Pub Food'],1
Panania,['Asian',1
Panania,['Bakery',1
Panania,['Italian',1
Panania,['Pub Food',1
"Park Hyatt, The Rocks",['Bar Food'],1
"Park Hyatt, The Rocks",['Modern Australian',1
"Park Hyatt, The Rocks",['Modern Australian'],1
"Park Royal Darling Harbour, CBD",['Modern Australian'],1
ParkRoyal Parramatta,['Bar Food',1
ParkRoyal Parramatta,['Seafood',1
"Parkside Plaza, Miranda",['Burger',1
"Parkside Plaza, Miranda",['Cafe'],1
"Parra Mall, Parramatta",['Nepalese',1
Parramatta,['American',2
Parramatta,['Arabian',1
Parramatta,['Asian',2
Parramatta,['Australian',2
Parramatta,['Australian'],2
Parramatta,['BBQ',1
Parramatta,['Bakery',1
Parramatta,['Bar Food',1
Parramatta,['Bar Food'],1
Parramatta,['Brazilian',1
Parramatta,['Burger',5
Parramatta,['Cafe',12
Parramatta,['Cafe'],43
Parramatta,['Charcoal Chicken',1
Parramatta,['Chinese',3
Parramatta,['Chinese'],7
Parramatta,['Coffee and Tea'],1
Parramatta,['Desserts',3
Parramatta,['Fast Food',2
Parramatta,['Fast Food'],1
Parramatta,['French',1
Parramatta,['Greek'],3
Parramatta,['Healthy Food',1
Parramatta,['Healthy Food'],1
Parramatta,['Hot Pot',1
Parramatta,['Indian',13
Parramatta,['Indian'],28
Parramatta,['Iranian'],1
Parramatta,['Italian',7
Parramatta,['Italian'],1
Parramatta,['Japanese',5
Parramatta,['Japanese'],2
Parramatta,['Juices',1
Parramatta,['Kebab',1
Parramatta,['Korean BBQ'],2
Parramatta,['Korean',3
Parramatta,['Lebanese',1
Parramatta,['Lebanese'],1
Parramatta,['Malaysian'],3
Parramatta,['Mediterranean',3
Parramatta,['Mediterranean'],1
Parramatta,['Middle Eastern',3
Parramatta,['Middle Eastern'],2
Parramatta,['Modern Australian',3
Parramatta,['Modern Australian'],8
Parramatta,['Pizza',3
Parramatta,['Pizza'],2
Parramatta,['Pub Food',1
Parramatta,['Pub Food'],3
Parramatta,['Ramen',1
Parramatta,['Sandwich',1
Parramatta,['Sandwich'],1
Parramatta,['Seafood',1
Parramatta,['Singaporean',1
Parramatta,['Steak',1
Parramatta,['Sushi'],1
Parramatta,['Thai',2
Parramatta,['Thai'],11
Parramatta,['Turkish',1
Parramatta,['Turkish'],1
Parramatta,['Vietnamese',1
Parramatta,['Vietnamese'],5
"Parramatta Leagues Club, Parramatta",['Australian',1
"Parramatta Leagues Club, Parramatta",['Cafe',1
"Parramatta Leagues Club, Parramatta",['Chinese',1
"Parramatta Leagues Club, Parramatta",['Singaporean',1
"Pavilion On George, CBD",['Asian',1
"Pavilion On George, CBD",['Cafe'],1
"Pavilion On George, CBD",['Malaysian',1
"Pavilion On George, CBD",['Sandwich',1
Peakhurst,['Cafe',1
Peakhurst,['Cafe'],3
Peakhurst,['Cantonese',1
Peakhurst,['Italian',1
Peakhurst,['Kebab'],1
Peakhurst,['Modern Australian'],1
Peakhurst,['Pub Food'],1
Peakhurst,['Seafood'],1
Peakhurst,['Thai'],2
Peakhurst,['Vietnamese',1
Pemulwuy Marketplace,['Kebab'],1
Pemulwuy Marketplace,['Thai'],1
Pennant Hills,['Asian',3
Pennant Hills,['Burger',1
Pennant Hills,['Cafe',4
Pennant Hills,['Cafe'],8
Pennant Hills,['Cantonese',1
Pennant Hills,['Charcoal Chicken',1
Pennant Hills,['Chinese'],3
Pennant Hills,['Indian',1
Pennant Hills,['Indian'],3
Pennant Hills,['Iranian'],1
Pennant Hills,['Italian',4
Pennant Hills,['Italian'],1
Pennant Hills,['Japanese',1
Pennant Hills,['Japanese'],1
Pennant Hills,['Malaysian'],1
Pennant Hills,['Pizza'],2
Pennant Hills,['Pub Food'],1
Pennant Hills,['Sri Lankan'],1
Pennant Hills,['Thai'],3
Pennant Hills,['Turkish'],1
Penrith,['American',2
Penrith,['Asian',2
Penrith,['Asian'],1
Penrith,['BBQ',1
Penrith,['Bakery',1
Penrith,['Bar Food',1
Penrith,['Burger',2
Penrith,['Burger'],3
Penrith,['Cafe',11
Penrith,['Cafe'],10
Penrith,['Chinese'],7
Penrith,['Coffee and Tea',2
Penrith,['Coffee and Tea'],1
Penrith,['Continental',1
Penrith,['Desserts',3
Penrith,['Desserts'],1
Penrith,['European',2
Penrith,['Fast Food'],1
Penrith,['Fish and Chips',1
Penrith,['German'],1
Penrith,['Greek'],1
Penrith,['Healthy Food',1
Penrith,['Healthy Food'],1
Penrith,['Indian'],5
Penrith,['Italian',5
Penrith,['Italian'],3
Penrith,['Japanese',2
Penrith,['Korean'],1
Penrith,['Lebanese'],1
Penrith,['Mediterranean',1
Penrith,['Modern Australian'],4
Penrith,['Pizza',3
Penrith,['Pizza'],4
Penrith,['Pub Food',2
Penrith,['Pub Food'],5
Penrith,['Sandwich',1
Penrith,['Seafood',3
Penrith,['Sushi'],2
Penrith,['Thai'],7
"Penrith Panthers, Penrith",['Asian'],1
"Penrith Panthers, Penrith",['BBQ',1
"Penrith Panthers, Penrith",['Bar Food',1
"Penrith Panthers, Penrith",['Chinese'],1
"Penrith Panthers, Penrith",['Modern Australian',1
"Penrith Panthers, Penrith",['Steak',1
Penrith RSL,['Bar Food'],1
Penshurst,['American',1
Penshurst,['Brasserie',1
Penshurst,['Burger',2
Penshurst,['Cafe',3
Penshurst,['Cafe'],9
Penshurst,['Chinese',1
Penshurst,['Chinese'],1
Penshurst,['Healthy Food',1
Penshurst,['Indian'],2
Penshurst,['Indonesian'],1
Penshurst,['Italian',3
Penshurst,['Italian'],2
Penshurst,['Kebab',1
Penshurst,['Middle Eastern'],1
Penshurst,['Pizza'],1
Penshurst,['Sandwich',1
Penshurst,['Seafood',1
Penshurst,['Seafood'],2
Penshurst,['Steak',1
Penshurst,['Sushi',1
Penshurst,['Thai'],5
Petersham,['Australian',2
Petersham,['Burger',1
Petersham,['Cafe',2
Petersham,['Cafe'],8
Petersham,['Chinese'],1
Petersham,['Crepes',1
Petersham,['Desserts',2
Petersham,['Drinks Only'],1
Petersham,['European',1
Petersham,['Greek'],2
Petersham,['Indian'],1
Petersham,['Italian',2
Petersham,['Korean BBQ',1
Petersham,['Mediterranean',1
Petersham,['Modern Australian',2
Petersham,['Pizza'],1
Petersham,['Portuguese',2
Petersham,['Portuguese'],1
Petersham,['Pub Food',1
Petersham,['Pub Food'],5
Petersham,['Seafood',1
Petersham,['Thai'],2
Petersham,['Vietnamese',1
Pierside Shopping Centre,['Vietnamese'],1
Pittsway Arcade,['Chinese'],1
Pittsway Arcade,['Japanese'],1
Pittsway Arcade,['Malaysian'],1
Pittwater,['Asian',1
Pittwater,['Cafe',2
Pittwater,['Modern Australian',1
"Pittwater Place, Mona Vale",['Bakery',1
"Pittwater Place, Mona Vale",['Modern Australian'],1
Potts Point,['American',5
Potts Point,['Asian',4
Potts Point,['Australian',1
Potts Point,['Australian'],1
Potts Point,['Bar Food',3
Potts Point,['Bar Food'],2
Potts Point,['Burger',1
Potts Point,['Burger'],1
Potts Point,['Cafe',9
Potts Point,['Cafe'],22
Potts Point,['Chinese'],4
Potts Point,['Coffee and Tea',1
Potts Point,['Contemporary',1
Potts Point,['Continental'],1
Potts Point,['Deli'],1
Potts Point,['Dumplings'],1
Potts Point,['European',1
Potts Point,['European'],1
Potts Point,['French',4
Potts Point,['French'],2
Potts Point,['Greek',1
Potts Point,['Greek'],1
Potts Point,['Healthy Food',2
Potts Point,['Indian'],4
Potts Point,['Italian',5
Potts Point,['Italian'],3
Potts Point,['Japanese',6
Potts Point,['Japanese'],1
Potts Point,['Korean',2
Potts Point,['Mediterranean',2
Potts Point,['Mexican'],2
Potts Point,['Modern Australian',2
Potts Point,['Modern Australian'],7
Potts Point,['Pizza',2
Potts Point,['Pizza'],1
Potts Point,['Sandwich',2
Potts Point,['Sandwich'],1
Potts Point,['Seafood'],1
Potts Point,['Thai',2
Potts Point,['Thai'],6
Potts Point,['Vietnamese'],1
Primus Hotel,['Modern Australian',1
"Prince Centre, Chinatown",['Asian',1
"Prince Centre, Chinatown",['Chinese',1
"Prince Centre, Chinatown",['Chinese'],1
"Prince Centre, Chinatown",['Japanese',1
"Prince Centre, Chinatown",['Japanese'],1
"Prince Centre, Chinatown",['Thai'],1
"Pullman Quay Grand Sydney Harbour, CBD",['Modern Australian'],1
"Pullman Sydney Hyde Park, CBD",['Bar Food'],1
"Pullman Sydney Hyde Park, CBD",['Modern Australian'],1
Punchbowl,['Chinese'],1
Punchbowl,['Croatian'],1
Punchbowl,['Lebanese'],1
Punchbowl,['Pakistani'],1
Punchbowl,['Pizza'],2
Pymble,['Asian',1
Pymble,['Cafe',2
Pymble,['Cafe'],3
Pymble,['European',1
Pymble,['Fish and Chips',1
Pymble,['Indian',1
Pymble,['Pizza',1
Pymble,['Pub Food'],2
Pymble,['Sushi',1
Pyrmont,['Asian',2
Pyrmont,['Bakery',1
Pyrmont,['Bar Food'],2
Pyrmont,['Burger',1
Pyrmont,['Cafe',18
Pyrmont,['Cafe'],20
Pyrmont,['Chinese',1
Pyrmont,['Chinese'],1
Pyrmont,['Fast Food'],1
Pyrmont,['Indian'],1
Pyrmont,['Indonesian'],2
Pyrmont,['Italian',3
Pyrmont,['Italian'],1
Pyrmont,['Japanese',5
Pyrmont,['Japanese'],2
Pyrmont,['Malaysian'],2
Pyrmont,['Mediterranean',1
Pyrmont,['Mediterranean'],1
Pyrmont,['Modern Australian',1
Pyrmont,['Modern Australian'],1
Pyrmont,['Pizza',3
Pyrmont,['Pizza'],1
Pyrmont,['Pub Food'],1
Pyrmont,['Sandwich',1
Pyrmont,['Sandwich'],1
Pyrmont,['Seafood',1
Pyrmont,['Sushi',3
Pyrmont,['Tapas',1
Pyrmont,['Thai',1
Pyrmont,['Thai'],6
Pyrmont,['Vietnamese'],1
"Q Station, Manly",['Modern Australian'],2
"QT Sydney, CBD",['Bar Food'],1
"QT Sydney, CBD",['Cafe'],1
"QT Sydney, CBD",['European',1
"QVB, CBD",['Asian'],1
"QVB, CBD",['Australian'],1
"QVB, CBD",['British',1
"QVB, CBD",['Cafe',1
"QVB, CBD",['Cafe'],5
"QVB, CBD",['Coffee and Tea',1
"QVB, CBD",['Desserts'],1
"QVB, CBD",['Italian',3
"QVB, CBD",['Japanese',2
"QVB, CBD",['Modern Australian'],1
"QVB, CBD",['Seafood',1
Quakers Hill,['Cafe'],1
Quakers Hill,['Chinese'],1
Quakers Hill,['Fish and Chips',1
Quakers Hill,['Indian',1
Quakers Hill,['Indian'],2
Quakers Hill,['Italian',1
Quakers Hill,['Lebanese'],1
Quakers Hill,['Thai'],1
Quakers Hill,['Turkish'],1
Quakers Hill,['Vegetarian',1
Radisson Blu Plaza Hotel CBD,['Modern Australian',1
Radisson Blu Plaza Hotel CBD,['Modern Australian'],1
Ramsgate,['Cafe'],3
Ramsgate,['Greek'],1
Ramsgate,['Lebanese'],1
"Ramsgate Beach Plaza, Ramsgate",['Cafe'],1
"Ramsgate Beach Plaza, Ramsgate",['Fast Food',2
Randwick,['American',1
Randwick,['Asian',1
Randwick,['Asian'],1
Randwick,['Burger',3
Randwick,['Burger'],2
Randwick,['Cafe',4
Randwick,['Cafe'],17
Randwick,['Chinese'],1
Randwick,['Desserts',1
Randwick,['French',1
Randwick,['Hungarian',1
Randwick,['Indian'],4
Randwick,['Indonesian',1
Randwick,['Indonesian'],2
Randwick,['Italian',5
Randwick,['Italian'],3
Randwick,['Japanese',3
Randwick,['Japanese'],1
Randwick,['Latin American',1
Randwick,['Lebanese',1
Randwick,['Lebanese'],1
Randwick,['Malaysian'],1
Randwick,['Middle Eastern',1
Randwick,['Modern Australian',2
Randwick,['Modern Australian'],3
Randwick,['Moroccan'],1
Randwick,['Nepalese'],1
Randwick,['Peruvian'],1
Randwick,['Pizza',1
Randwick,['Pub Food',1
Randwick,['Pub Food'],1
Randwick,['Spanish',1
Randwick,['Sushi',1
Randwick,['Sushi'],1
Randwick,['Tapas'],1
Randwick,['Thai',2
Randwick,['Thai'],9
Randwick,['Vietnamese',1
Randwick,['Vietnamese'],3
"Ravesi's Bondi, Bondi",['Bar Food'],1
"Ravesi's Bondi, Bondi",['Tapas',1
Redfern,['American',1
Redfern,['Australian',1
Redfern,['BBQ',2
Redfern,['Bakery',2
Redfern,['Bar Food',1
Redfern,['Bar Food'],3
Redfern,['Cafe',14
Redfern,['Cafe'],13
Redfern,['Chinese',1
Redfern,['Chinese'],2
Redfern,['Continental'],1
Redfern,['Dumplings'],1
Redfern,['Greek'],1
Redfern,['Indian'],1
Redfern,['Italian'],2
Redfern,['Japanese',2
Redfern,['Japanese'],1
Redfern,['Mediterranean',1
Redfern,['Middle Eastern',1
Redfern,['Middle Eastern'],1
Redfern,['Modern Australian',1
Redfern,['Pizza'],1
Redfern,['Pub Food'],4
Redfern,['Spanish',1
Redfern,['Sushi'],1
Redfern,['Tapas',1
Redfern,['Thai',1
Redfern,['Thai'],2
Redfern,['Turkish',1
Redfern,['Turkish'],1
Redfern Village,['Cafe'],1
"Regent Place Arcade, CBD",['Cafe',1
"Regent Place Arcade, CBD",['Chinese'],1
"Regent Place Arcade, CBD",['Italian'],1
"Regent Place Arcade, CBD",['Japanese',2
"Regent Place Arcade, CBD",['Malaysian'],1
"Regent Place Arcade, CBD",['Sushi',1
"Regent Place Arcade, CBD",['Thai',1
Revesby,['Asian',1
Revesby,['Australian'],2
Revesby,['Burger',1
Revesby,['Burger'],1
Revesby,['Cafe',2
Revesby,['Cafe'],2
Revesby,['Charcoal Chicken',1
Revesby,['Chinese'],1
Revesby,['Continental',1
Revesby,['Indian'],1
Revesby,['Italian'],1
Revesby,['Japanese',1
Revesby,['Lebanese',1
Revesby,['Modern Australian',1
Revesby,['Seafood'],1
Revesby,['Vietnamese'],1
Rhodes,['Asian',4
Rhodes,['Australian',1
Rhodes,['Cafe',3
Rhodes,['Cafe'],5
Rhodes,['Chinese'],5
Rhodes,['European',1
Rhodes,['Italian',2
Rhodes,['Japanese',1
Rhodes,['Japanese'],1
Rhodes,['Korean'],1
Rhodes,['Modern Australian',1
Rhodes,['Modern Australian'],1
Rhodes,['Thai'],1
Rhodes,['Turkish',1
"Rhodes Waterside, Rhodes",['Asian',2
"Rhodes Waterside, Rhodes",['BBQ',1
"Rhodes Waterside, Rhodes",['Cafe',1
"Rhodes Waterside, Rhodes",['Chinese',2
"Rhodes Waterside, Rhodes",['Chinese'],1
"Rhodes Waterside, Rhodes",['Coffee and Tea',1
"Rhodes Waterside, Rhodes",['Desserts',1
"Rhodes Waterside, Rhodes",['Fast Food'],1
"Rhodes Waterside, Rhodes",['Japanese',1
"Rhodes Waterside, Rhodes",['Japanese'],1
"Rhodes Waterside, Rhodes",['Modern Australian',1
"Rhodes Waterside, Rhodes",['Seafood',1
"Rhodes Waterside, Rhodes",['Turkish'],1
Richmond,['Asian'],1
Richmond,['Cafe',3
Richmond,['Cafe'],5
Richmond,['Chinese',1
Richmond,['Desserts',1
Richmond,['Fast Food',1
Richmond,['Indian'],3
Richmond,['Italian',1
Richmond,['Italian'],1
Richmond,['Modern Australian',2
Richmond,['Modern Australian'],1
Richmond,['Pizza',1
Richmond,['Thai'],4
Riverstone,['Cafe',2
Riverstone,['Cafe'],1
Riverstone,['Chinese'],2
Riverstone,['Modern Australian'],1
Riverstone,['Pub Food'],1
Riverwood,['American',1
Riverwood,['Asian'],1
Riverwood,['Burger',1
Riverwood,['Cafe',3
Riverwood,['Cafe'],1
Riverwood,['Chinese',1
Riverwood,['Chinese'],2
Riverwood,['Drinks Only'],1
Riverwood,['Fast Food',1
Riverwood,['Indian'],1
Riverwood,['Italian'],3
Riverwood,['Lebanese',1
Riverwood,['Lebanese'],2
Riverwood,['Modern Australian'],2
Riverwood,['Polish',1
Riverwood,['Pub Food'],1
Riverwood,['Sandwich',1
Riverwood,['Seafood',1
Riverwood,['Thai'],3
Riverwood,['Vietnamese'],1
"Riverwood Plaza, Riverwood ",['Cafe'],1
"Riverwood Plaza, Riverwood ",['Sushi'],1
"Riverwood Plaza, Riverwood ",['Thai'],1
Rockdale,['Asian',1
Rockdale,['Asian'],1
Rockdale,['Australian'],1
Rockdale,['BBQ',3
Rockdale,['Bakery',3
Rockdale,['Bakery'],1
Rockdale,['Bangladeshi',1
Rockdale,['Bangladeshi'],3
Rockdale,['Burger',1
Rockdale,['Cafe',2
Rockdale,['Cafe'],6
Rockdale,['Chinese'],3
Rockdale,['Desserts',1
Rockdale,['Drinks Only'],1
Rockdale,['Filipino'],1
Rockdale,['Fish and Chips',1
Rockdale,['Indian',2
Rockdale,['Italian',1
Rockdale,['Japanese'],1
Rockdale,['Kebab'],1
Rockdale,['Lebanese',1
Rockdale,['Lebanese'],1
Rockdale,['Middle Eastern',1
Rockdale,['Modern Australian',1
Rockdale,['Nepalese',1
Rockdale,['Nepalese'],4
Rockdale,['Pizza'],1
Rockdale,['Russian'],1
Rockdale,['Thai'],2
Rockdale,['Vietnamese',2
"Rockdale Shopping Plaza, Rockdale",['Asian'],1
"Rockdale Shopping Plaza, Rockdale",['Kebab'],1
Rose Bay,['Cafe',7
Rose Bay,['Cafe'],5
Rose Bay,['Deli',1
Rose Bay,['Grill'],1
Rose Bay,['Indian'],2
Rose Bay,['Italian',1
Rose Bay,['Italian'],1
Rose Bay,['Mediterranean',1
Rose Bay,['Modern Australian'],2
Rose Bay,['Pub Food'],1
Rose Bay,['Sushi',1
Rose Bay,['Sushi'],1
Rose Bay,['Thai'],1
Rosebery,['Asian'],2
Rosebery,['Burger',1
Rosebery,['Burger'],1
Rosebery,['Cafe',6
Rosebery,['Cafe'],4
Rosebery,['Fast Food',1
Rosebery,['Fast Food'],1
Rosebery,['Greek'],1
Rosebery,['Italian',1
Rosebery,['Italian'],1
Rosebery,['Japanese',3
Rosebery,['Pizza',1
Rosebery,['Pizza'],1
Rosebery,['Pub Food'],3
Rosebery,['Thai'],2
Rosebery,['Turkish',1
Roselands,['Asian',1
Roselands,['Cafe'],1
Roselands,['Greek',1
"Roselands Shopping Centre, Roseland",['Asian'],1
"Roselands Shopping Centre, Roseland",['Australian'],1
"Roselands Shopping Centre, Roseland",['Cafe',1
"Roselands Shopping Centre, Roseland",['Cafe'],1
"Roselands Shopping Centre, Roseland",['Italian'],1
"Roselands Shopping Centre, Roseland",['Sandwich',1
Roseville,['Australian'],1
Roseville,['BBQ',1
Roseville,['Burger',1
Roseville,['Cafe',3
Roseville,['Cafe'],3
Roseville,['European',1
Roseville,['French',1
Roseville,['Indian',1
Roseville,['Italian',2
Roseville,['Italian'],1
Roseville,['Lebanese'],2
Roseville,['Modern Australian'],1
Roseville,['Thai'],2
Rouse Hill,['Cafe',1
Rouse Hill,['Cafe'],1
Rouse Hill,['Chinese'],1
Rouse Hill,['Fish and Chips'],1
Rouse Hill,['French',1
Rouse Hill,['Grill',1
Rouse Hill,['Indian',1
Rouse Hill,['Indian'],2
Rouse Hill,['Italian',1
Rouse Hill,['Italian'],1
Rouse Hill,['Middle Eastern',1
Rouse Hill,['Pizza'],1
Rouse Hill,['Pub Food',1
Rouse Hill,['Pub Food'],1
Rouse Hill,['Thai'],3
Rouse Hill Town Centre,['Chinese',1
Rouse Hill Town Centre,['Italian'],1
Rouse Hill Town Centre,['Steak',1
Rouse Hill Town Centre,['Tapas'],1
Royal Exhibition Hotel,['Pub Food',1
"Royal Randwick Shopping Centre, Randwick",['Bakery'],1
"Royal Randwick Shopping Centre, Randwick",['Chinese'],1
"Royal Randwick Shopping Centre, Randwick",['Healthy Food'],1
"Royal Randwick Shopping Centre, Randwick",['Japanese',1
Rozelle,['Australian'],1
Rozelle,['Bar Food',1
Rozelle,['Cafe',6
Rozelle,['Cafe'],7
Rozelle,['Chinese',2
Rozelle,['Fish and Chips',1
Rozelle,['Greek'],1
Rozelle,['Healthy Food'],1
Rozelle,['Indian'],2
Rozelle,['Italian',2
Rozelle,['Italian'],1
Rozelle,['Japanese',1
Rozelle,['Kebab',1
Rozelle,['Mediterranean',1
Rozelle,['Mediterranean'],1
Rozelle,['Modern Australian',2
Rozelle,['Pizza'],1
Rozelle,['Pub Food',2
Rozelle,['Pub Food'],1
Rozelle,['Seafood',1
Rozelle,['Sushi',1
Rozelle,['Thai'],3
Rozelle,['Vietnamese'],1
Ruby Pub and Hotel,['Pub Food'],1
Rushcutters Bay,['Cafe',2
Rushcutters Bay,['Italian',2
Rushcutters Bay,['Italian'],2
Rushcutters Bay,['Japanese'],1
Rushcutters Bay,['Modern Australian'],1
Rydalmere,['Asian',1
Rydalmere,['Burger',1
Rydalmere,['Cafe',2
Rydalmere,['Cafe'],5
Rydalmere,['Chinese'],2
Rydalmere,['Indian',1
Rydalmere,['Italian',2
Rydalmere,['Modern Australian'],2
Rydalmere,['Pizza',1
Rydalmere,['Pub Food'],1
Rydalmere,['Thai'],1
Ryde,['Asian'],1
Ryde,['Bar Food',1
Ryde,['Cafe',3
Ryde,['Cafe'],3
Ryde,['Charcoal Chicken'],2
Ryde,['French'],1
Ryde,['Indian'],2
Ryde,['Iranian'],2
Ryde,['Italian',1
Ryde,['Korean BBQ'],1
Ryde,['Lebanese',1
Ryde,['Mediterranean',1
Ryde,['Modern Australian',1
Ryde,['Patisserie',1
Ryde,['Pizza',1
Ryde,['Pub Food'],1
Ryde,['Thai'],2
Ryde,['Vietnamese',1
"Rydges Airport Hotel, Sydney Airport",['Bar Food'],1
"Rydges Airport Hotel, Sydney Airport",['Cafe'],1
"Rydges Airport Hotel, Sydney Airport",['Modern Australian'],1
"Rydges North Sydney, North Sydney",['Latin American',1
"Rydges World Square, CBD",['Burger',1
"Rydges World Square, CBD",['Italian',1
SOL Living Lifestyle Precinct,['Cafe',1
SOL Living Lifestyle Precinct,['Modern Australian'],1
Sans Souci,['Asian',1
Sans Souci,['Australian'],1
Sans Souci,['Burger',2
Sans Souci,['Cafe',5
Sans Souci,['Cafe'],7
Sans Souci,['Chinese'],3
Sans Souci,['Fish and Chips',1
Sans Souci,['French'],1
Sans Souci,['Greek',1
Sans Souci,['Greek'],1
Sans Souci,['Indian',1
Sans Souci,['Italian',1
Sans Souci,['Mediterranean',1
Sans Souci,['Modern Australian',1
Sans Souci,['Portuguese'],1
Sans Souci,['Sandwich',1
Sans Souci,['Seafood',1
Sans Souci,['Steak',1
Sans Souci,['Thai',1
Sans Souci,['Thai'],5
Sans Souci,['Vietnamese',1
Seaforth,['American',1
Seaforth,['BBQ',1
Seaforth,['Bakery',1
Seaforth,['Burger',1
Seaforth,['Cafe'],4
Seaforth,['Fast Food',1
Seaforth,['Greek',1
Seaforth,['Indian',1
Seaforth,['Indian'],1
Seaforth,['Italian',2
Seaforth,['Japanese'],1
Seaforth,['Pizza'],1
Seaforth,['Thai'],1
Seven Hills,['Cafe',1
Seven Hills,['Cafe'],2
Seven Hills,['Indian',3
Seven Hills,['Indian'],2
Seven Hills,['Italian',1
Seven Hills,['Pizza'],1
Seven Hills,['Pub Food'],1
Seven Hills,['Thai'],1
Seven Hills Plaza,['Asian'],1
Seven Hills Plaza,['Bakery'],1
Seven Hills Plaza,['Cafe'],1
Seven Hills Plaza,['Fish and Chips',1
Seven Hills Plaza,['Indian'],1
Seven Hills Plaza,['Japanese'],1
Seven Hills Plaza,['Kebab',1
Seven Hills Plaza,['Lebanese',1
"Shangri-la Hotel, The Rocks",['Asian',1
"Shangri-la Hotel, The Rocks",['Bar Food',1
"Shangri-la Hotel, The Rocks",['European',1
"Shangri-la Hotel, The Rocks",['Modern Australian'],1
"Sheraton on the Park, CBD",['Asian',1
"Sheraton on the Park, CBD",['Cafe'],1
"Sheraton on the Park, CBD",['Modern Australian'],1
Silverwater,['Asian',2
Silverwater,['Australian',3
Silverwater,['Cafe',1
Silverwater,['Cafe'],3
Silverwater,['Italian',1
Silverwater,['Vietnamese'],1
"Sir Stamford Circular Quay, The Rocks",['Modern Australian',1
"Sir Stamford Circular Quay, The Rocks",['Modern Australian'],1
"SkyView Shopping Plaza, CBD",['Cafe'],2
"SkyView Shopping Plaza, CBD",['Chinese'],1
"SkyView Shopping Plaza, CBD",['Japanese',3
"SkyView Shopping Plaza, CBD",['Japanese'],1
"SkyView Shopping Plaza, CBD",['Vietnamese',1
Smithfield,['Burger',1
Smithfield,['Cafe'],1
Smithfield,['Dutch'],1
Smithfield,['Fast Food',1
Smithfield,['Fish and Chips'],1
Smithfield,['Italian',2
Smithfield,['Kebab'],1
Smithfield,['Latin American',1
Smithfield,['Modern Australian'],1
Smithfield,['Turkish'],2
Sofitel Sydney Darling Harbour,['French',1
"Sofitel Sydney, CBD",['Australian',1
"Sofitel Sydney, CBD",['French',1
"Southgate Shopping Centre, Sylvania",['Asian',1
"Southgate Shopping Centre, Sylvania",['Cafe'],2
"Southgate Shopping Centre, Sylvania",['Japanese',1
Southlands Shopping Centre,['Coffee and Tea'],1
Southlands Shopping Centre,['Thai'],1
Springwood,['Australian',1
Springwood,['Burger',1
Springwood,['Cafe',3
Springwood,['Cafe'],5
Springwood,['Chinese'],2
Springwood,['Pizza'],1
Springwood,['Pub Food'],2
Springwood,['Thai'],1
St George Leagues Club,['Australian',1
St George Leagues Club,['Australian'],1
St George Leagues Club,['Yum Cha'],1
St Ives,['Cafe',1
St Ives,['Cafe'],2
St Ives,['French',1
St Ives,['Indian'],1
St Ives,['Italian'],2
St Ives,['Japanese',1
St Ives,['Pizza'],1
St Ives,['Steak'],1
St Ives,['Sushi'],1
St Ives,['Thai'],2
St Ives,['Vietnamese'],1
St Ives Shopping Village,['Bakery'],1
St Ives Shopping Village,['Cafe',4
St Ives Shopping Village,['Cafe'],2
St Leonards,['Asian',1
